7646.938973	7.914145947	397.5087891	5.806128502	353.9184875	31.13079071	219.1892014	5.65459466	225.4088058	30.78684807	268.7004852	7.670675516	273.850235	30.78684807	293.5733643	588.7875366	26.36011124	5.476266861	585.4705505	2919.964111	354.6634521	28.47044086	10.3400631	11.20178795	437.0388031	-92.57171249
7640.216348	7.91757679	401.9222412	5.770385742	358.5210876	31.2147789	219.8297958	5.659790039	226.4077072	30.77914429	269.3125763	7.706907511	274.8138275	30.77914429	294.0998077	593.7427979	26.30042458	5.473007441	583.474823	2922.202718	357.8566895	27.01049614	4.372536182	8.561888695	440.02565	-91.8979187
7622.051501	7.932777405	401.0196838	5.768952847	357.7024231	31.21884155	219.8575516	5.658458948	226.5748825	30.83400917	269.4338989	7.705776215	274.8686676	30.83400917	294.0048065	592.403717	26.36208439	5.473484993	582.8542786	2921.828776	357.8779602	27.4985857	4.404043674	8.564010143	439.7108002	-91.90031052
7638.602607	7.934860706	401.0571899	5.768594742	357.8266602	31.21873283	219.8409424	5.658126354	226.584198	30.8415556	269.4164734	7.70549345	274.8576355	30.8415556	294.021286	592.5627136	26.37749958	5.473284006	583.0396729	2934.416585	357.9607239	28.46771812	2.822009325	8.564540625	439.5660706	-91.89475632
7619.019848	7.935007095	401.094696	5.768236637	357.9508667	31.21862602	219.9097672	5.65779376	226.5935211	30.8479414	269.5283203	7.705210447	274.9046173	30.8479414	294.0377655	592.8580627	26.38911247	5.473082781	583.2063904	2927.907145	358.0434875	29.51575756	0.316825509	5.917877436	441.0599213	-91.8888588
7622.207674	7.931684017	401.1322021	5.767878532	358.0751038	31.21851921	219.9016724	5.657460928	226.5974197	30.84728432	269.4299011	7.704927683	274.9499817	30.84728432	294.050354	593.005188	26.38771629	5.472881556	583.2515564	2925.609538	358.1262207	28.46810627	2.557194233	5.852341175	442.2963257	-91.88468933
7643.852918	7.928360939	401.1696777	5.767520428	357.9411316	31.21841049	219.9263229	5.657128096	226.5889053	30.84662628	269.4328461	7.704644918	274.9021454	30.84662628	294.1083221	592.8469238	26.38632011	5.472680569	583.3071899	2928.602865	358.2089844	29.17441082	4.133945942	8.551281691	439.7044525	-91.88052368
7649.009137	7.925037861	401.2071838	5.767162323	357.9945679	31.21830368	220.0451355	5.656795263	226.5939713	30.8459692	269.473938	7.704362154	274.9366608	30.8459692	294.1543427	592.7605896	26.38492489	5.472479343	583.3876343	2929.63444	358.291748	29.67267609	4.135138988	8.551083565	439.4156036	-91.87575531
7628.986505	7.921714783	401.2446899	5.766804218	358.1137695	31.21819687	220.0109406	5.656462669	226.6065826	30.84531212	269.5150452	7.70407939	274.9711761	30.84531212	294.168457	593.0563354	26.38352776	5.472278357	583.3941345	2925.827555	358.3745117	30.55065346	4.136332035	8.550885916	439.3605499	-91.87060165
7648.617037	7.927627563	401.4867249	5.764297009	358.2200623	31.21746826	220.0736313	5.654133081	226.7437439	30.84070873	269.5861359	7.702099323	275.059433	30.84070873	294.2814789	593.2922058	26.37375546	5.470062494	582.9643555	2931.29541	358.0074768	29.27598095	4.144682884	8.549500227	439.4123993	-91.83067322
