0	0.976540919660986
0.1	0.959770429011334
0.2	0.960403932409538
0.3	0.961465190578776
0.4	0.962959809248723
0.5	0.964891660444808
0.6	0.967260773064305
0.7	0.970062163061494
0.8	0.973285662477192
0.9	0.976916507414063
1	0.991362605122472
1.1	1.04602372915257
1.2	1.04602372915257
1.3	1.04602372915257
1.4	1.04602372915257
1.5	1.07155483390146
1.6	1.10321340379009
1.7	1.13691446205863
1.8	1.19716786926603
1.9	1.31025629571332
2	1.42974186593815
2.1	1.55535490130271
2.2	1.68709540180702
2.3	1.82496336745105
2.4	1.96895879823482
2.5	2.11908169415833
2.6	2.27533205522157
2.7	2.43770988142454
2.8	2.60621517276725
2.9	2.7808479292497
3	2.96160815087188
3.1	3.1484958376338
3.2	3.34151098953545
3.3	3.54065360657683
3.4	3.74592368875795
3.5	3.95732123607881
3.6	4.1748462485394
3.7	4.39849872613972
3.8	4.62827866887978
3.9	4.86418607675958
